order_id,customer_id,order_date,channel,status,quantity,discount_pct
O02646,C0375,2026-03-04,Mobile App,Delivered,3,5
O02647,C0121,2025-11-01,E-commerce,Delivered,3,20
O02648,C0275,2026-07-05,E-commerce,Delivered,4,0
O02649,C0431,2026-06-23,Store,Delivered,4,10
O02650,C0500,2026-02-13,Store,Delivered,5,25
O02651,C0398,2026-02-18,E-commerce,Returned,1,10
O02652,C0120,2025-11-02,E-commerce,Delivered,4,15
O02653,C0422,2026-01-25,E-commerce,Delivered,5,5
O02654,C0437,2026-07-03,Store,Delivered,5,0
O02655,C0317,2026-02-08,Mobile App,Delivered,5,10
O02656,C0164,2026-01-19,E-commerce,Returned,5,10
O02657,C0424,2026-07-31,Mobile App,Delivered,5,0
O02658,C0465,2025-12-06,E-commerce,Delivered,3,10
O02659,C0286,2026-04-09,E-commerce,Delivered,2,20
O02660,C0265,2025-10-13,E-commerce,Delivered,2,0
O02661,C0320,2026-06-19,E-commerce,Returned,5,10
O02662,C0161,2025-12-17,E-commerce,Returned,4,10
O02663,C0376,2026-05-24,E-commerce,Delivered,1,15
O02664,C0308,2025-12-04,E-commerce,Returned,5,15
O02665,C0089,2026-05-20,E-commerce,Delivered,1,15
O02666,C0142,2026-07-10,Store,Delivered,3,5
O02667,C0203,2025-11-10,E-commerce,Delivered,2,0
O02668,C0309,2026-04-07,E-commerce,Delivered,3,5
O02669,C0227,2025-09-21,Mobile App,Delivered,4,10
O02670,C0489,2025-12-01,Store,Cancelled,4,15
O02671,C0443,2026-01-05,Store,Delivered,5,25
O02672,C0334,2025-11-19,E-commerce,Delivered,4,10
O02673,C0222,2026-07-09,E-commerce,Delivered,4,10
O02674,C0041,2026-04-26,Mobile App,Delivered,3,10
O02675,C0196,2026-03-01,Mobile App,Delivered,1,0
O02676,C0068,2025-09-25,E-commerce,Delivered,2,10
O02677,C0476,2026-02-03,Store,Delivered,4,10
O02678,C0264,2025-09-05,E-commerce,Delivered,4,25
O02679,C0002,2025-12-29,Store,Delivered,3,5
O02680,C0361,2026-06-04,Store,Cancelled,2,25
O02681,C0125,2025-09-18,Mobile App,Delivered,3,10
O02682,C0110,2026-03-17,Store,Delivered,1,0
O02683,C0086,2025-10-27,Mobile App,Delivered,3,0
O02684,C0425,2025-12-02,E-commerce,Delivered,2,0
O02685,C0120,2025-09-19,E-commerce,Cancelled,2,10
O02686,C0127,2026-08-19,E-commerce,Delivered,4,0
O02687,C0255,2026-03-12,E-commerce,Delivered,1,5
O02688,C0183,2026-04-25,Mobile App,Cancelled,5,25
O02689,C0016,2026-06-04,E-commerce,Delivered,4,10
O02690,C0477,2026-04-15,E-commerce,Delivered,3,15
O02691,C0062,2026-04-21,Mobile App,Delivered,3,0
O02692,C0369,2025-10-10,Store,Delivered,2,10
O02693,C0432,2026-07-20,E-commerce,Delivered,2,5
O02694,C0158,2026-01-31,E-commerce,Delivered,2,20
O02695,C0268,2026-01-05,E-commerce,Cancelled,5,0
O02696,C0035,2026-04-25,Mobile App,Delivered,5,10
O02697,C0267,2025-10-25,E-commerce,Delivered,4,10
O02698,C0064,2026-02-19,Mobile App,Delivered,5,10
O02699,C0494,2025-12-18,E-commerce,Delivered,2,15
O02700,C0050,2026-08-20,E-commerce,Delivered,4,0
O02701,C0469,2026-03-03,Store,Delivered,4,5
O02702,C0255,2026-03-17,E-commerce,Delivered,1,15
O02703,C0149,2025-11-26,E-commerce,Delivered,5,10
O02704,C0325,2026-03-20,E-commerce,Delivered,3,5
O02705,C0304,2026-08-03,E-commerce,Delivered,3,0
O02706,C0276,2026-07-19,Mobile App,Delivered,1,15
O02707,C0357,2026-06-02,E-commerce,Delivered,2,25
O02708,C0451,2026-03-30,E-commerce,Delivered,1,10
O02709,C0172,2025-12-27,E-commerce,Delivered,2,20
O02710,C0417,2026-03-10,Mobile App,Delivered,5,10
O02711,C0201,2025-10-12,Store,Cancelled,5,0
O02712,C0445,2025-10-12,Mobile App,Delivered,4,0
O02713,C0393,2026-07-12,Mobile App,Delivered,4,10
O02714,C0324,2026-06-03,E-commerce,Delivered,4,10
O02715,C0035,2026-07-26,E-commerce,Delivered,4,15
O02716,C0465,2025-09-17,E-commerce,Delivered,3,10
O02717,C0482,2026-06-10,E-commerce,Delivered,4,25
O02718,C0216,2026-05-16,E-commerce,Delivered,4,10
O02719,C0480,2025-11-02,Mobile App,Delivered,4,5
O02720,C0065,2025-11-01,Mobile App,Delivered,2,5
O02721,C0008,2025-12-09,Store,Delivered,4,10
O02722,C0301,2025-09-19,E-commerce,Delivered,1,20
O02723,C0343,2025-09-17,Mobile App,Delivered,4,0
O02724,C0431,2026-07-22,Store,Returned,4,25
O02725,C0424,2026-05-04,Mobile App,Delivered,3,25
O02726,C0332,2026-05-09,E-commerce,Delivered,4,10
O02727,C0438,2025-11-20,E-commerce,Delivered,2,5
O02728,C0076,2025-10-09,E-commerce,Delivered,5,0
O02729,C0174,2025-10-06,E-commerce,Delivered,4,5
O02730,C0047,2026-03-16,Mobile App,Delivered,4,0
O02731,C0015,2026-02-05,E-commerce,Delivered,4,10
O02732,C0361,2026-03-23,E-commerce,Delivered,3,0
O02733,C0147,2026-03-15,Mobile App,Delivered,5,15
O02734,C0026,2026-04-04,Store,Delivered,3,5
O02735,C0308,2026-06-12,E-commerce,Delivered,3,0
O02736,C0093,2026-03-15,Mobile App,Cancelled,3,10
O02737,C0406,2026-07-04,E-commerce,Delivered,2,25
O02738,C0232,2026-01-30,E-commerce,Delivered,5,10
O02739,C0021,2025-09-14,E-commerce,Delivered,2,10
O02740,C0307,2026-07-22,Mobile App,Delivered,2,15
O02741,C0038,2026-01-24,Store,Delivered,5,15
O02742,C0276,2025-10-27,E-commerce,Delivered,2,20
O02743,C0157,2026-03-30,Mobile App,Delivered,5,0
O02744,C0179,2026-05-26,E-commerce,Cancelled,4,20
O02745,C0132,2026-03-29,Mobile App,Delivered,3,5
O02746,C0311,2025-09-17,E-commerce,Delivered,2,20
O02747,C0455,2026-06-13,E-commerce,Delivered,5,5
O02748,C0348,2026-08-10,Store,Delivered,1,20
O02749,C0028,2026-03-22,Mobile App,Delivered,2,25
O02750,C0260,2025-12-08,E-commerce,Delivered,2,0
O02751,C0406,2026-06-06,E-commerce,Delivered,5,25
O02752,C0076,2026-03-28,E-commerce,Delivered,1,0
O02753,C0429,2026-01-07,E-commerce,Returned,1,0
O02754,C0067,2026-08-01,Store,Delivered,4,5
O02755,C0342,2026-06-15,Store,Delivered,2,25
O02756,C0492,2026-05-10,E-commerce,Delivered,3,10
O02757,C0194,2026-05-23,E-commerce,Delivered,2,10
O02758,C0472,2026-05-29,Store,Delivered,3,10
O02759,C0162,2026-03-07,E-commerce,Delivered,3,25
O02760,C0347,2026-04-02,Mobile App,Delivered,5,15
O02761,C0439,2026-06-10,E-commerce,Delivered,2,0
O02762,C0361,2026-03-30,Mobile App,Delivered,5,5
O02763,C0257,2026-08-31,Mobile App,Delivered,4,0
O02764,C0072,2025-11-15,Store,Delivered,3,10
O02765,C0087,2026-01-26,Store,Returned,1,0
O02766,C0422,2026-07-18,E-commerce,Delivered,3,5
O02767,C0262,2026-04-01,Mobile App,Delivered,4,20
O02768,C0214,2025-12-18,Store,Delivered,3,5
O02769,C0153,2026-01-07,E-commerce,Cancelled,5,10
O02770,C0210,2025-09-10,E-commerce,Delivered,2,5
O02771,C0401,2025-10-17,E-commerce,Delivered,1,0
O02772,C0061,2026-07-12,E-commerce,Delivered,5,5
O02773,C0268,2025-12-05,E-commerce,Delivered,2,5
O02774,C0262,2025-12-12,Mobile App,Delivered,1,20
O02775,C0218,2026-08-08,E-commerce,Delivered,4,5
O02776,C0283,2026-01-24,Store,Delivered,3,5
O02777,C0136,2025-09-27,E-commerce,Delivered,1,15
O02778,C0467,2026-04-08,E-commerce,Delivered,4,15
O02779,C0380,2025-09-18,E-commerce,Delivered,2,15
O02780,C0362,2026-02-14,E-commerce,Delivered,1,25
O02781,C0449,2025-11-21,E-commerce,Returned,4,15
O02782,C0441,2025-11-11,E-commerce,Cancelled,2,5
O02783,C0093,2026-07-07,E-commerce,Delivered,5,15
O02784,C0109,2026-05-12,Mobile App,Delivered,3,10
O02785,C0241,2026-02-09,Store,Delivered,4,5
O02786,C0355,2026-07-24,E-commerce,Delivered,5,5
O02787,C0424,2025-10-08,Mobile App,Delivered,2,0
O02788,C0142,2026-03-20,Mobile App,Delivered,1,0
O02789,C0291,2026-03-19,E-commerce,Cancelled,3,0
O02790,C0432,2026-05-13,Store,Cancelled,2,0
O02791,C0237,2026-02-26,Store,Delivered,4,20
O02792,C0340,2025-10-05,E-commerce,Delivered,3,20
O02793,C0312,2025-11-21,E-commerce,Returned,5,10
O02794,C0177,2026-04-08,E-commerce,Returned,3,15
O02795,C0141,2026-02-05,E-commerce,Returned,5,0
O02796,C0189,2025-09-04,Mobile App,Delivered,2,20
O02797,C0486,2026-02-14,E-commerce,Delivered,1,10
O02798,C0049,2026-03-23,Store,Delivered,3,0
O02799,C0302,2026-03-13,Mobile App,Delivered,1,0
O02800,C0369,2026-04-23,Mobile App,Delivered,1,5
O02801,C0190,2026-03-25,Mobile App,Delivered,3,0
O02802,C0136,2026-01-28,E-commerce,Cancelled,3,5
O02803,C0043,2026-02-06,E-commerce,Cancelled,1,0
O02804,C0404,2026-06-06,Mobile App,Delivered,4,0
O02805,C0380,2026-07-01,E-commerce,Cancelled,4,5
O02806,C0353,2026-02-13,E-commerce,Delivered,3,25
O02807,C0090,2026-07-08,Store,Delivered,1,0
O02808,C0295,2025-11-07,Mobile App,Delivered,1,0
O02809,C0341,2025-11-27,E-commerce,Delivered,2,10
O02810,C0245,2026-04-05,Mobile App,Delivered,1,20
O02811,C0433,2025-09-01,Store,Delivered,4,5
O02812,C0192,2026-01-13,E-commerce,Delivered,2,20
O02813,C0318,2026-03-04,E-commerce,Delivered,4,5
O02814,C0106,2026-08-17,Store,Returned,5,0
O02815,C0363,2026-01-18,E-commerce,Delivered,3,5
O02816,C0310,2025-12-15,E-commerce,Delivered,5,10
O02817,C0382,2026-01-11,E-commerce,Delivered,3,5
O02818,C0233,2025-12-17,Store,Delivered,4,10
O02819,C0265,2026-02-25,E-commerce,Delivered,4,0
O02820,C0344,2026-06-25,E-commerce,Delivered,5,15
O02821,C0037,2026-08-24,E-commerce,Delivered,3,5
O02822,C0305,2026-08-25,Store,Delivered,3,10
O02823,C0041,2026-01-24,E-commerce,Delivered,2,10
O02824,C0017,2025-11-13,Mobile App,Delivered,1,10
O02825,C0344,2025-12-17,Store,Delivered,2,0
O02826,C0277,2025-12-31,E-commerce,Cancelled,4,15
O02827,C0307,2025-09-17,Store,Delivered,5,15
O02828,C0059,2026-03-15,Store,Delivered,3,0
O02829,C0423,2026-07-24,Store,Cancelled,2,25
O02830,C0183,2026-07-15,E-commerce,Delivered,5,10
O02831,C0041,2026-06-24,Mobile App,Delivered,5,10
O02832,C0039,2026-05-10,Store,Returned,1,0
O02833,C0397,2025-12-28,Store,Delivered,3,10
O02834,C0192,2026-02-09,E-commerce,Delivered,5,0
O02835,C0267,2026-03-17,Store,Cancelled,3,5
O02836,C0494,2025-10-15,E-commerce,Cancelled,2,5
O02837,C0147,2026-07-11,E-commerce,Delivered,5,15
O02838,C0395,2026-02-26,E-commerce,Delivered,5,0
O02839,C0333,2025-10-14,Store,Delivered,2,15
O02840,C0127,2026-05-29,E-commerce,Delivered,3,5
O02841,C0046,2025-11-17,Mobile App,Delivered,3,5
O02842,C0045,2026-07-23,Store,Delivered,5,15
O02843,C0001,2026-02-25,E-commerce,Delivered,2,10
O02844,C0168,2026-08-23,Mobile App,Cancelled,4,5
O02845,C0108,2025-09-03,E-commerce,Cancelled,3,5
O02846,C0019,2026-04-02,E-commerce,Returned,4,5
O02847,C0332,2026-08-08,Mobile App,Cancelled,5,10
O02848,C0072,2025-11-13,Store,Delivered,4,5
O02849,C0456,2025-10-21,Mobile App,Delivered,4,15
O02850,C0445,2025-11-06,Store,Delivered,3,10
O02851,C0109,2026-07-29,E-commerce,Delivered,5,0
O02852,C0268,2025-12-02,E-commerce,Delivered,4,5
O02853,C0445,2026-02-23,Mobile App,Delivered,3,0
O02854,C0240,2026-01-23,E-commerce,Cancelled,4,5
O02855,C0417,2025-09-07,E-commerce,Delivered,3,10
O02856,C0301,2026-05-27,Mobile App,Delivered,5,10
O02857,C0090,2026-07-19,E-commerce,Delivered,2,15
O02858,C0103,2025-09-04,E-commerce,Delivered,3,0
O02859,C0476,2026-01-16,Mobile App,Delivered,3,20
O02860,C0250,2026-04-19,Mobile App,Delivered,4,5
O02861,C0453,2025-11-27,Store,Delivered,5,5
O02862,C0008,2025-09-17,Mobile App,Delivered,1,10
O02863,C0153,2025-10-22,E-commerce,Delivered,1,15
O02864,C0347,2026-01-12,Store,Delivered,2,5
O02865,C0174,2026-03-30,Store,Returned,5,15
O02866,C0343,2026-07-22,E-commerce,Delivered,3,20
O02867,C0158,2026-04-07,E-commerce,Returned,1,15
O02868,C0493,2026-03-24,Mobile App,Delivered,2,0
O02869,C0431,2026-03-30,Mobile App,Delivered,5,15
O02870,C0215,2026-06-04,Store,Delivered,2,15
O02871,C0177,2025-09-24,Mobile App,Delivered,1,10
O02872,C0175,2025-09-04,Mobile App,Delivered,4,15
O02873,C0340,2026-01-30,Store,Delivered,4,25
O02874,C0338,2026-05-17,Mobile App,Returned,5,5
O02875,C0146,2026-07-21,E-commerce,Delivered,2,0
O02876,C0450,2026-08-23,Store,Delivered,3,10
O02877,C0324,2026-02-15,E-commerce,Delivered,1,0
O02878,C0478,2026-02-23,Store,Delivered,4,5
O02879,C0161,2026-07-07,Store,Delivered,4,10
O02880,C0127,2026-06-18,Mobile App,Delivered,2,5
O02881,C0420,2025-10-26,Mobile App,Delivered,4,10
O02882,C0082,2025-12-17,E-commerce,Delivered,2,15
O02883,C0485,2026-06-23,E-commerce,Delivered,1,5
O02884,C0147,2026-07-21,E-commerce,Delivered,2,20
O02885,C0239,2026-06-29,Mobile App,Delivered,4,0
O02886,C0412,2026-07-31,Store,Delivered,2,15
O02887,C0424,2026-01-19,Mobile App,Delivered,4,15
O02888,C0084,2026-02-02,E-commerce,Delivered,5,5
O02889,C0113,2026-05-20,E-commerce,Delivered,4,5
O02890,C0225,2026-05-31,Store,Delivered,4,5
O02891,C0332,2026-04-20,E-commerce,Delivered,4,15
O02892,C0378,2026-04-29,Mobile App,Delivered,5,15
O02893,C0243,2026-08-21,Store,Delivered,3,5
O02894,C0143,2026-08-03,Mobile App,Delivered,4,10
O02895,C0041,2026-05-16,E-commerce,Delivered,3,0
O02896,C0423,2026-05-07,Store,Delivered,1,10
O02897,C0258,2025-11-16,E-commerce,Delivered,2,25
O02898,C0447,2026-02-27,Store,Delivered,3,0
O02899,C0285,2025-11-05,E-commerce,Delivered,1,20
O02900,C0105,2026-07-05,E-commerce,Delivered,2,15
O02901,C0202,2026-08-14,Store,Delivered,4,25
O02902,C0450,2026-02-18,E-commerce,Delivered,4,0
O02903,C0307,2025-09-22,Mobile App,Delivered,4,0
O02904,C0331,2025-12-16,Store,Delivered,5,0
O02905,C0461,2026-07-20,Store,Delivered,5,15
O02906,C0266,2026-04-15,Store,Delivered,5,10
O02907,C0398,2026-04-04,E-commerce,Delivered,5,0
O02908,C0210,2025-11-08,Mobile App,Delivered,1,15
O02909,C0051,2025-11-23,E-commerce,Delivered,1,5
O02910,C0118,2025-12-12,E-commerce,Delivered,4,0
O02911,C0201,2025-10-09,Store,Delivered,2,5
O02912,C0377,2025-09-13,E-commerce,Returned,5,0
O02913,C0039,2026-06-24,Mobile App,Delivered,2,5
O02914,C0028,2026-07-10,Mobile App,Delivered,1,5
O02915,C0259,2026-02-28,Mobile App,Delivered,5,20
O02916,C0084,2026-05-26,Store,Delivered,1,15
O02917,C0454,2025-09-13,E-commerce,Delivered,1,5
O02918,C0155,2025-12-29,Mobile App,Delivered,3,15
O02919,C0117,2026-08-19,Store,Delivered,1,10
O02920,C0002,2025-10-27,E-commerce,Cancelled,4,5
O02921,C0093,2025-10-10,E-commerce,Delivered,1,15
O02922,C0166,2026-08-02,Mobile App,Delivered,5,10
O02923,C0387,2026-01-06,E-commerce,Delivered,4,10
O02924,C0400,2026-02-20,E-commerce,Delivered,1,10
O02925,C0350,2025-10-05,Store,Delivered,4,10
O02926,C0296,2026-05-17,Mobile App,Delivered,1,5
O02927,C0258,2025-09-05,Store,Delivered,4,20
O02928,C0081,2026-04-06,Store,Delivered,2,0
O02929,C0425,2025-09-11,Mobile App,Delivered,3,20
O02930,C0268,2026-07-24,E-commerce,Delivered,4,5
O02931,C0419,2025-12-26,E-commerce,Delivered,5,0
O02932,C0235,2026-03-03,E-commerce,Delivered,3,10
O02933,C0321,2026-08-28,Store,Delivered,3,5
O02934,C0311,2025-12-25,E-commerce,Delivered,1,15
O02935,C0301,2026-02-09,E-commerce,Delivered,4,5
O02936,C0463,2025-11-06,Mobile App,Delivered,3,10
O02937,C0474,2026-03-19,E-commerce,Delivered,5,5
O02938,C0357,2025-10-01,E-commerce,Delivered,5,0
O02939,C0213,2025-11-14,Mobile App,Delivered,5,5
O02940,C0062,2026-04-25,E-commerce,Delivered,1,10
O02941,C0049,2026-07-24,E-commerce,Delivered,2,10
O02942,C0127,2025-11-05,E-commerce,Returned,4,10
O02943,C0223,2025-11-09,Mobile App,Delivered,3,25
O02944,C0409,2026-06-24,Mobile App,Delivered,4,10
O02945,C0279,2025-09-20,E-commerce,Delivered,3,20
O02946,C0408,2026-04-14,Mobile App,Delivered,1,0
O02947,C0294,2026-03-18,E-commerce,Delivered,4,0
O02948,C0284,2025-10-09,Store,Delivered,1,5
O02949,C0277,2026-01-23,E-commerce,Delivered,1,0
O02950,C0438,2025-10-15,Mobile App,Cancelled,4,10
O02951,C0107,2026-07-23,Store,Delivered,4,10
O02952,C0146,2025-11-30,Store,Delivered,3,10
O02953,C0420,2026-04-26,E-commerce,Returned,5,15
O02954,C0099,2025-11-09,E-commerce,Cancelled,1,25
O02955,C0429,2026-02-13,Mobile App,Delivered,2,20
O02956,C0375,2026-01-08,E-commerce,Delivered,3,0
O02957,C0073,2026-04-02,Store,Delivered,3,5
O02958,C0437,2026-08-06,Mobile App,Delivered,5,5
O02959,C0486,2025-11-28,Mobile App,Delivered,5,0
O02960,C0122,2026-08-01,E-commerce,Delivered,1,10
O02961,C0030,2026-05-10,Mobile App,Delivered,3,10
O02962,C0188,2026-08-15,Mobile App,Delivered,3,0
O02963,C0364,2025-11-11,Store,Delivered,2,15
O02964,C0354,2026-02-12,E-commerce,Delivered,1,15
O02965,C0288,2025-10-19,E-commerce,Delivered,1,0
O02966,C0451,2025-10-22,E-commerce,Delivered,5,5
O02967,C0195,2026-06-16,E-commerce,Delivered,1,20
O02968,C0156,2026-06-05,Mobile App,Delivered,2,10
O02969,C0172,2025-12-23,Store,Delivered,1,5
O02970,C0335,2026-04-27,E-commerce,Delivered,4,5
O02971,C0041,2026-01-11,Store,Delivered,4,0
O02972,C0063,2026-06-01,E-commerce,Delivered,2,0
O02973,C0023,2026-02-13,E-commerce,Delivered,5,15
O02974,C0360,2026-06-20,E-commerce,Delivered,3,0
O02975,C0075,2026-05-01,E-commerce,Delivered,1,5
O02976,C0048,2026-07-17,Store,Delivered,5,0
O02977,C0160,2026-01-16,E-commerce,Delivered,5,15
O02978,C0313,2025-11-18,Mobile App,Delivered,1,0
O02979,C0118,2026-02-17,E-commerce,Delivered,3,5
O02980,C0100,2026-01-01,Store,Delivered,1,10
O02981,C0380,2026-02-23,E-commerce,Delivered,3,5
O02982,C0417,2026-06-27,E-commerce,Delivered,2,5
O02983,C0408,2025-11-21,E-commerce,Delivered,3,5
O02984,C0167,2025-11-26,E-commerce,Delivered,5,15
O02985,C0290,2026-04-13,E-commerce,Delivered,2,25
O02986,C0440,2025-09-16,Store,Cancelled,4,5
O02987,C0156,2026-07-07,Mobile App,Cancelled,2,0
O02988,C0421,2026-08-24,Mobile App,Delivered,3,0
O02989,C0007,2026-02-10,Mobile App,Delivered,2,15
O02990,C0196,2025-12-07,E-commerce,Delivered,2,10
O02991,C0421,2026-02-03,E-commerce,Returned,4,15
O02992,C0056,2025-09-02,Store,Delivered,3,10
O02993,C0321,2026-08-16,Store,Delivered,5,20
O02994,C0193,2026-02-16,Store,Delivered,2,20
O02995,C0047,2026-07-12,Store,Delivered,1,15
O02996,C0148,2026-07-22,E-commerce,Delivered,5,10
O02997,C0275,2025-12-01,E-commerce,Delivered,2,5
O02998,C0157,2026-02-28,E-commerce,Delivered,5,10
O02999,C0202,2026-04-19,E-commerce,Delivered,1,10
O03000,C0444,2026-06-28,E-commerce,Returned,5,10
O03001,C0402,2026-01-26,E-commerce,Delivered,5,0
O03002,C0476,2026-06-07,Mobile App,Delivered,1,10
O03003,C0419,2026-03-08,Store,Delivered,1,10
O03004,C0427,2026-08-13,Mobile App,Delivered,1,10
O03005,C0495,2026-08-16,Store,Delivered,4,0
O03006,C0479,2026-07-11,E-commerce,Delivered,1,5
O03007,C0475,2026-01-06,E-commerce,Delivered,5,0
O03008,C0126,2025-09-07,Mobile App,Delivered,1,20
O03009,C0395,2025-10-17,E-commerce,Delivered,2,10
O03010,C0305,2025-10-23,E-commerce,Returned,1,0
O03011,C0369,2026-03-06,E-commerce,Delivered,1,0
O03012,C0294,2025-10-08,E-commerce,Delivered,3,10
O03013,C0064,2026-04-14,Mobile App,Delivered,5,0
O03014,C0325,2025-10-23,E-commerce,Delivered,5,25
O03015,C0392,2026-04-12,Mobile App,Delivered,2,10
O03016,C0418,2026-02-01,Mobile App,Delivered,4,5
O03017,C0176,2025-10-18,E-commerce,Delivered,3,10
O03018,C0116,2026-08-17,E-commerce,Delivered,2,5
O03019,C0440,2026-01-25,E-commerce,Delivered,2,15
O03020,C0204,2025-11-03,E-commerce,Delivered,5,5
O03021,C0486,2026-08-15,Mobile App,Cancelled,3,25
O03022,C0321,2026-03-01,Store,Delivered,5,10
O03023,C0031,2026-01-03,Mobile App,Delivered,4,15
O03024,C0388,2026-02-26,E-commerce,Delivered,5,0
O03025,C0113,2025-10-09,Mobile App,Delivered,1,5
O03026,C0365,2026-05-18,Mobile App,Delivered,5,15
O03027,C0434,2025-09-03,E-commerce,Cancelled,1,10
O03028,C0325,2025-11-03,Mobile App,Delivered,2,0
O03029,C0414,2025-09-29,E-commerce,Delivered,4,5
O03030,C0376,2025-09-11,Mobile App,Delivered,1,5
O03031,C0344,2025-12-06,Mobile App,Delivered,4,10
O03032,C0443,2026-08-24,E-commerce,Delivered,5,5
O03033,C0067,2026-03-22,Mobile App,Delivered,5,5
O03034,C0075,2025-09-21,E-commerce,Delivered,2,0
O03035,C0045,2025-10-09,E-commerce,Returned,5,5
O03036,C0260,2026-04-11,Store,Delivered,1,0
O03037,C0154,2025-12-11,Store,Delivered,2,25
O03038,C0155,2025-10-16,E-commerce,Delivered,4,0
O03039,C0430,2025-11-05,E-commerce,Delivered,2,20
O03040,C0363,2025-11-30,E-commerce,Delivered,4,5
O03041,C0448,2026-02-11,E-commerce,Delivered,3,5
O03042,C0475,2025-12-20,Store,Delivered,1,0
O03043,C0234,2026-08-04,Store,Delivered,1,10
O03044,C0051,2026-01-01,Mobile App,Delivered,4,10
O03045,C0306,2026-03-12,E-commerce,Delivered,5,10
O03046,C0262,2025-12-08,Mobile App,Delivered,5,0
O03047,C0315,2026-06-18,E-commerce,Returned,3,20
O03048,C0125,2026-02-06,Store,Delivered,4,25
O03049,C0399,2025-12-12,Store,Delivered,3,5
O03050,C0245,2026-06-08,Mobile App,Delivered,4,10
O03051,C0030,2025-10-13,E-commerce,Delivered,3,10
O03052,C0426,2025-11-23,E-commerce,Delivered,4,5
O03053,C0485,2026-03-10,E-commerce,Delivered,1,0
O03054,C0122,2025-10-21,Store,Cancelled,3,10
O03055,C0125,2026-03-29,E-commerce,Returned,3,15
O03056,C0037,2026-01-04,E-commerce,Delivered,4,0
O03057,C0170,2025-11-08,E-commerce,Delivered,2,10
O03058,C0124,2026-05-23,Store,Delivered,2,20
O03059,C0357,2026-05-16,E-commerce,Delivered,1,0
O03060,C0035,2026-03-07,Store,Delivered,5,0
O03061,C0087,2026-04-18,Store,Delivered,5,15
O03062,C0134,2026-03-08,Store,Delivered,1,5
O03063,C0196,2025-09-10,E-commerce,Delivered,5,0
O03064,C0274,2025-12-23,E-commerce,Delivered,4,5
O03065,C0201,2025-11-15,E-commerce,Delivered,2,5
O03066,C0369,2026-02-11,E-commerce,Delivered,1,20
O03067,C0285,2025-11-24,E-commerce,Delivered,4,10
O03068,C0077,2025-10-19,Mobile App,Delivered,1,5
O03069,C0059,2026-07-23,E-commerce,Delivered,2,10
O03070,C0431,2026-02-24,Store,Delivered,5,25
O03071,C0126,2026-04-06,E-commerce,Delivered,4,0
O03072,C0500,2026-03-08,Mobile App,Delivered,2,0
O03073,C0401,2026-08-12,Store,Delivered,1,25
O03074,C0109,2026-04-18,Store,Delivered,3,25
O03075,C0224,2026-05-13,Store,Delivered,4,0
O03076,C0496,2026-04-24,Mobile App,Delivered,1,0
O03077,C0278,2025-09-26,Store,Returned,1,5
O03078,C0068,2025-11-11,E-commerce,Delivered,2,0
O03079,C0069,2026-05-19,Mobile App,Cancelled,1,10
O03080,C0165,2026-05-12,E-commerce,Delivered,4,0
O03081,C0489,2026-05-29,E-commerce,Delivered,4,0
O03082,C0305,2026-01-01,E-commerce,Delivered,1,10
O03083,C0397,2026-01-22,E-commerce,Delivered,2,25
O03084,C0162,2026-05-15,E-commerce,Delivered,4,5
O03085,C0365,2026-01-22,E-commerce,Delivered,3,5
O03086,C0342,2026-05-17,E-commerce,Delivered,5,25
O03087,C0309,2025-10-17,Store,Delivered,2,10
O03088,C0379,2026-08-17,E-commerce,Delivered,2,5
O03089,C0343,2025-09-13,Mobile App,Delivered,5,5
O03090,C0435,2026-03-27,E-commerce,Cancelled,5,0
O03091,C0387,2026-07-08,Store,Delivered,4,10
O03092,C0042,2026-04-23,Store,Delivered,1,5
O03093,C0354,2026-01-27,Mobile App,Delivered,1,5
O03094,C0416,2026-07-19,Mobile App,Delivered,3,0
O03095,C0109,2026-02-02,E-commerce,Delivered,1,5
O03096,C0051,2026-02-13,Store,Returned,3,10
O03097,C0250,2025-11-29,Store,Delivered,3,0
O03098,C0497,2026-03-05,Store,Cancelled,2,0
O03099,C0341,2026-07-15,Mobile App,Delivered,2,20
O03100,C0430,2026-08-24,E-commerce,Delivered,4,10
O03101,C0383,2026-02-21,Store,Delivered,5,0
O03102,C0492,2026-04-05,E-commerce,Delivered,5,10
O03103,C0021,2026-05-22,Mobile App,Cancelled,3,0
O03104,C0300,2025-12-06,E-commerce,Delivered,5,15
O03105,C0139,2025-12-26,Store,Delivered,3,15
O03106,C0359,2026-03-18,E-commerce,Delivered,5,10
O03107,C0324,2026-07-17,E-commerce,Delivered,4,15
O03108,C0499,2025-09-21,Mobile App,Delivered,2,0
O03109,C0385,2026-03-19,Store,Delivered,2,15
O03110,C0092,2026-08-07,Mobile App,Delivered,3,0
O03111,C0447,2026-05-06,E-commerce,Delivered,5,5
O03112,C0280,2026-06-03,E-commerce,Delivered,1,20
O03113,C0125,2026-05-22,Store,Delivered,4,10
O03114,C0483,2025-10-28,Store,Delivered,5,25
O03115,C0397,2026-06-29,Store,Cancelled,1,0
O03116,C0111,2025-10-01,E-commerce,Delivered,4,10
O03117,C0354,2026-05-07,Store,Delivered,4,0
O03118,C0139,2025-12-02,E-commerce,Cancelled,2,10
O03119,C0484,2026-05-23,Mobile App,Delivered,3,0
O03120,C0435,2026-05-29,E-commerce,Delivered,5,0
O03121,C0273,2025-12-03,E-commerce,Delivered,4,5
O03122,C0099,2026-02-01,Store,Delivered,5,15
